track_id,bit_rate,genre_top
1736,256000,Experimental
1883,160000,Rock
1891,192000,Rock
1893,122892,Folk
1924,128000,Folk
1925,128000,Folk
1929,256000,Experimental
1930,256000,Rock
2012,256000,Experimental
2096,256000,Experimental
2097,256000,Folk
2099,192000,Pop
3263,256000,Folk
3264,256000,Folk
3265,256000,Folk
3266,256000,Folk
3270,256000,Folk
3271,256000,Folk
3272,256000,Folk
3273,256000,Folk
3274,256000,Folk
3492,256000,Rock
3532,256000,Pop
3533,256000,Pop
3534,256000,Pop
3535,256000,Pop
3537,256000,Pop
3538,256000,Pop
3573,256000,Electronic
3598,256000,Folk
3624,256000,Rock
3707,256000,Folk
3708,256000,Folk
3720,128000,Rock
3721,128000,Rock
3722,128000,Rock
3724,128000,Rock
3725,128000,Rock
3761,256000,Rock
3762,256000,Rock
3763,256000,Rock
3765,256000,Rock
3766,256000,Rock
3775,256000,International
3776,256000,International
3777,256000,International
3778,256000,International
3779,256000,International
3832,256000,Folk
3833,256000,Rock
3840,256000,Rock
3880,256000,Folk
3895,256000,International
3896,256000,International
3904,256000,Folk
3905,256000,Folk
3906,256000,Folk
3908,256000,Folk
3909,256000,Folk
3910,256000,Folk
3911,256000,Folk
3912,256000,Folk
3913,256000,Folk
3920,256000,Folk
3921,256000,Folk
3950,256000,Rock
4013,256000,Folk
4017,256000,Folk
4022,256000,Rock
4037,256000,Folk
4066,256000,Folk
4067,256000,Folk
4068,256000,Folk
4069,256000,Folk
4070,256000,International
4071,256000,International
4072,256000,International
4073,256000,International
4074,256000,International
4075,256000,International
4076,256000,International
4077,256000,International
4078,256000,International
4079,256000,International
4080,256000,International
4091,256000,International
4092,256000,International
4093,256000,International
4094,256000,International
4095,256000,International
4096,256000,International
4097,256000,International
4098,256000,International
4099,256000,International
4100,256000,International
4101,256000,International
4102,256000,International
4103,256000,International
4108,192000,Rock
4232,256000,International
4233,256000,International
4234,256000,International
4235,256000,International
4236,256000,International
4239,256000,International
4450,256000,Folk
4507,256000,International
4508,256000,International
4509,256000,International
4510,256000,International
4511,256000,International
4519,256000,Electronic
4520,256000,Electronic
4521,256000,Electronic
4522,256000,Electronic
4682,256000,Hip-Hop
4684,256000,Hip-Hop
4685,256000,Hip-Hop
4688,256000,Hip-Hop
4777,256000,Rock
4778,256000,Rock
4779,256000,Rock
4780,256000,Rock
4781,256000,Rock
4782,256000,Rock
4784,256000,Rock
4785,256000,Rock
4786,256000,Rock
4787,256000,Rock
4788,256000,Rock
4799,256000,Rock
4835,256000,Rock
4836,256000,Rock
4838,256000,Rock
4846,256000,International
4848,256000,International
4849,256000,International
5006,256000,Rock
5156,256000,Folk
5157,256000,Folk
5158,256000,Folk
5159,256000,Folk
5169,256000,Folk
5170,256000,Folk
5171,256000,Folk
5191,256000,Pop
5264,256000,Hip-Hop
5268,256000,Hip-Hop
5376,256000,Folk
5381,256000,Folk
5521,192000,Experimental
5879,160000,Folk
5936,256000,Folk
5940,256000,Folk
6329,256000,International
6330,256000,International
6331,256000,International
6332,256000,International
6333,256000,International
6342,256000,International
6354,256000,International
6357,256000,International
6358,256000,International
6360,256000,International
6363,256000,International
6366,256000,International
6367,256000,International
6368,256000,International
6370,256000,International
6372,256000,International
6373,256000,International
6376,256000,International
6379,256000,International
6380,256000,International
6381,256000,International
6382,256000,International
6383,256000,International
6385,256000,International
6387,256000,International
6389,256000,International
6390,256000,International
6393,256000,International
6394,256000,International
6396,256000,International
6406,256000,Folk
6407,256000,Folk
6439,256000,Hip-Hop
6440,256000,Hip-Hop
6442,256000,Hip-Hop
6443,256000,Hip-Hop
6448,256000,Hip-Hop
6459,256000,International
6461,256000,Folk
6463,256000,Folk
6467,256000,Folk
6469,256000,International
6517,128000,Rock
6519,128000,Rock
6603,256000,Hip-Hop
6605,256000,Hip-Hop
6606,256000,Hip-Hop
6607,256000,Hip-Hop
6608,256000,Hip-Hop
6609,256000,Hip-Hop
6610,256000,Hip-Hop
6611,256000,Hip-Hop
6674,256000,Experimental
6675,256000,Experimental
6677,256000,Experimental
6679,256000,Experimental
6680,256000,Experimental
6684,256000,Experimental
6762,256000,Folk
6776,256000,Rock
6778,256000,Rock
6779,320000,Folk
6782,320000,Folk
6783,320000,Folk
6788,256000,Rock
6802,256000,International
6803,256000,International
6854,256000,Folk
6855,256000,Folk
6856,256000,Folk
6857,192000,Folk
7011,320000,Electronic
7373,192000,Experimental
7374,192000,Experimental
7375,192000,Experimental
7376,192000,Experimental
7377,192000,Experimental
7378,192000,Experimental
7379,192000,Experimental
7381,192000,Experimental
7383,192000,Experimental
7385,192000,Experimental
7386,192000,Experimental
7388,192000,Experimental
7391,192000,Experimental
7393,192000,Experimental
7481,128000,Hip-Hop
7482,128000,Hip-Hop
7483,128000,Hip-Hop
7487,128000,Hip-Hop
7488,128000,Hip-Hop
7489,128000,Hip-Hop
7490,128000,Hip-Hop
7491,128000,Hip-Hop
7492,128000,Hip-Hop
7495,256000,Rock
7526,160000,Pop
7527,160000,Pop
7528,160000,Pop
7529,160000,Pop
7548,256000,Experimental
7554,256000,Experimental
7709,128000,Folk
7710,128000,Folk
7711,128000,Folk
7712,128000,Folk
7713,128000,Folk
7872,256000,Rock
8056,256000,Rock
8208,256000,Rock
8256,256000,Folk
8259,256000,Folk
8261,256000,Folk
8345,256000,Experimental
8357,256000,Experimental
8363,256000,Experimental
8372,256000,Experimental
8416,256000,Experimental
9152,160000,Experimental
9155,128000,Experimental
9307,128000,Experimental
9476,192000,Experimental
9477,192000,Experimental
9491,192000,Rock
9505,192000,Experimental
9511,256000,Rock
9512,256000,International
9513,256000,Rock
9550,256000,Rock
9553,256000,Rock
9555,256000,Rock
9557,256000,Rock
9559,256000,Rock
9560,256000,Rock
9678,192000,Experimental
9721,192000,Experimental
9846,256000,Experimental
9887,256000,Folk
9888,256000,Folk
9918,192000,Experimental
9962,128000,Rock
10186,128000,International
10192,192000,Hip-Hop
10250,256000,Instrumental
10374,128000,Experimental
10375,128000,Experimental
10376,128000,Experimental
10377,128000,Experimental
10381,256000,Folk
10382,256000,Folk
10383,256000,Folk
10384,256000,Folk
10385,256000,Folk
10386,256000,Folk
10387,256000,Folk
10388,256000,Folk
10389,256000,Folk
10435,192000,Experimental
10438,256000,Folk
10439,256000,Folk
10440,256000,Folk
10441,256000,Folk
10442,256000,Folk
10443,256000,Folk
10444,256000,Folk
10447,256000,Folk
10458,256000,Folk
10480,256000,Folk
10481,256000,Folk
10485,256000,Folk
10521,192000,Experimental
10527,192000,Experimental
10535,192000,Experimental
10541,192000,Experimental
10575,256000,Folk
10577,256000,Folk
10668,216458,Rock
10669,223058,Rock
10670,280714,Rock
10671,255739,Rock
10672,242690,Rock
10673,245094,Rock
10674,169678,Rock
10675,214812,Rock
10676,236384,Rock
10677,248630,Rock
10678,256000,Folk
10679,256000,Folk
10682,256000,Folk
10684,256000,Folk
10693,192000,Hip-Hop
10694,192000,Hip-Hop
10695,192000,Hip-Hop
10696,192000,Hip-Hop
10697,192000,Hip-Hop
10698,192000,Hip-Hop
10699,192000,Hip-Hop
10805,192000,Pop
10806,192000,Pop
10807,192000,Pop
10808,192000,Pop
10809,192000,Pop
10810,192000,Pop
10983,192000,Experimental
10992,256000,Folk
10993,256000,Folk
11019,192000,Experimental
11020,192000,Experimental
11059,256000,Folk
11198,320000,Pop
11199,320000,Pop
11200,320000,Pop
11204,320000,Hip-Hop
11206,320000,Electronic
11234,192000,Experimental
11237,192000,Experimental
11239,192000,Experimental
11242,192000,Experimental
11261,256000,Pop
11262,124090,Electronic
11264,138687,Rock
11268,144231,Rock
11298,111184,Hip-Hop
11299,137942,Hip-Hop
11306,256000,Rock
11333,256000,Experimental
11334,256000,Experimental
11503,256000,Folk
11504,256000,Folk
11505,256000,Folk
11508,256000,Folk
11544,256000,Experimental
11638,160000,Instrumental
11671,256000,International
11672,256000,International
11673,256000,International
11674,256000,International
11675,256000,International
11677,256000,International
11679,256000,International
11681,256000,International
11682,256000,International
11683,256000,International
11763,192000,Hip-Hop
11764,192000,Hip-Hop
11765,192000,Hip-Hop
11766,192000,Hip-Hop
11767,192000,Hip-Hop
11768,192000,Hip-Hop
11769,192000,Hip-Hop
11770,192000,Hip-Hop
11771,192000,Hip-Hop
11772,192000,Hip-Hop
11773,192000,Hip-Hop
11774,192000,Hip-Hop
11775,192000,Hip-Hop
11776,192000,Hip-Hop
11777,192000,Hip-Hop
11778,192000,Hip-Hop
11779,192000,Hip-Hop
11780,192000,Hip-Hop
11781,192000,Hip-Hop
11782,192000,Hip-Hop
11783,192000,Hip-Hop
11784,192000,Hip-Hop
11785,192000,Hip-Hop
11786,192000,Hip-Hop
11787,192000,Hip-Hop
11788,192000,Hip-Hop
11789,192000,Hip-Hop
11790,192000,Hip-Hop
11791,192000,Hip-Hop
11792,192000,Hip-Hop
11793,192000,Hip-Hop
11794,192000,Hip-Hop
11795,192000,Hip-Hop
11803,192000,Hip-Hop
11818,192000,Hip-Hop
11839,252407,Hip-Hop
11861,280892,Hip-Hop
11862,296427,Hip-Hop
11867,293425,Hip-Hop
11868,298490,Hip-Hop
11916,128000,Hip-Hop
11917,128000,Hip-Hop
11918,128000,Hip-Hop
11919,128000,Hip-Hop
11920,128000,Hip-Hop
11921,128000,Hip-Hop
11922,128000,Hip-Hop
11933,320000,Rock
11937,320000,Pop
11942,320000,Electronic
11946,192000,Experimental
11947,192000,Experimental
11951,192000,Experimental
12045,256000,Folk
12046,256000,Folk
12047,256000,Folk
12048,256000,Folk
12049,256000,Folk
12050,256000,Folk
12051,256000,Folk
12052,256000,Folk
12053,256000,Folk
12058,256000,Folk
12059,256000,Folk
12060,256000,Folk
12061,256000,Folk
12062,256000,Folk
12064,256000,Folk
12065,256000,Folk
12066,256000,Folk
12067,256000,Folk
12109,256000,International
12146,160000,Pop
12147,160000,Pop
12173,320000,Hip-Hop
12174,320000,Hip-Hop
12179,320000,Pop
12188,320000,Pop
12189,320000,Electronic
12346,256000,Experimental
12348,256000,Folk
12349,256000,Folk
12350,256000,Folk
12351,256000,Folk
12352,256000,Folk
12353,256000,Folk
12355,256000,Folk
12376,320000,Pop
12387,320000,Pop
12390,320000,Pop
12394,320000,Hip-Hop
12481,256000,Folk
12482,256000,Folk
12484,256000,Folk
12485,256000,Folk
12486,256000,Folk
12487,256000,Folk
12488,256000,Folk
12489,256000,Folk
12490,256000,Folk
12508,192000,Folk
12513,192000,Folk
12514,192000,Folk
12518,320000,Pop
12521,320000,Rock
12526,320000,Hip-Hop
12527,320000,Pop
12530,320000,Pop
12531,320000,Hip-Hop
12532,320000,Pop
12537,320000,Pop
12551,320000,Pop
12552,320000,Pop
12654,256000,Pop
12690,256000,International
12691,256000,International
12692,256000,International
12737,320000,Experimental
12985,192000,Folk
12986,192000,Folk
13191,320000,Pop
13197,320000,Pop
13199,320000,Hip-Hop
13201,320000,Hip-Hop
13218,320000,Pop
13220,320000,Pop
13325,320000,Rock
13328,320000,Pop
13362,320000,Pop
13378,320000,Pop
13474,320000,Electronic
13537,256000,International
13538,256000,International
13539,256000,International
13540,256000,International
13556,320000,Rock
13561,320000,Hip-Hop
13562,320000,Electronic
13566,320000,Hip-Hop
13571,320000,Electronic
13578,192000,Experimental
13591,320000,Hip-Hop
13596,320000,Rock
13666,320000,Rock
13668,320000,Electronic
13670,320000,Hip-Hop
13706,159533,Electronic
13707,129691,Electronic
13708,108560,Electronic
13709,142835,Electronic
13710,246325,Electronic
13711,153893,Electronic
13735,320000,Hip-Hop
13747,128000,Hip-Hop
13748,128000,Hip-Hop
13749,128000,Hip-Hop
13767,192000,Hip-Hop
13768,192000,Hip-Hop
13804,192000,Hip-Hop
13927,128000,Folk
13928,128000,Folk
13929,128000,Folk
13930,160000,Folk
14063,320000,Electronic
14208,192000,Electronic
14315,256000,International
14316,256000,International
14317,256000,International
14318,256000,International
14319,256000,International
14320,256000,International
14344,320000,Electronic
14358,128000,Hip-Hop
14363,128000,Hip-Hop
14365,128000,Hip-Hop
14386,160000,Hip-Hop
14391,160000,Hip-Hop
14538,320000,Hip-Hop
14539,320000,Hip-Hop
14541,320000,Hip-Hop
14542,320000,Hip-Hop
14568,320000,Instrumental
14569,320000,Instrumental
14570,320000,Instrumental
14571,320000,Instrumental
14572,320000,Instrumental
14576,320000,Instrumental
14577,320000,Instrumental
14578,320000,Instrumental
14579,320000,Instrumental
14580,320000,Instrumental
14581,320000,Instrumental
14583,320000,Instrumental
14584,320000,Instrumental
14585,320000,Instrumental
14586,320000,Instrumental
14588,320000,Instrumental
14589,320000,Instrumental
14590,320000,Instrumental
14601,256000,International
14602,256000,International
14603,256000,International
14604,256000,International
14653,192000,Rock
14661,192000,Folk
14663,192000,Pop
14684,192000,Folk
14690,250398,Experimental
14693,320000,Folk
14733,256000,Rock
14734,256000,Rock
14735,256000,Rock
14736,256000,Rock
14737,256000,Rock
14738,256000,Rock
14739,256000,Rock
14740,256000,Rock
14741,256000,Rock
14742,256000,Rock
14743,256000,Rock
14744,256000,Rock
14745,256000,Rock
14809,320000,Folk
14869,256000,Electronic
15094,320000,Experimental
15210,320000,Hip-Hop
15464,247405,Experimental
15469,259492,Experimental
15471,205558,Experimental
15475,186220,Experimental
15476,191441,Experimental
15487,192000,International
15488,128000,International
15540,320000,Experimental
15541,320000,Experimental
15542,320000,Experimental
15543,320000,Experimental
15625,192000,Experimental
15769,160000,Electronic
15770,160000,Electronic
15771,160000,Electronic
15772,160000,Electronic
15773,160000,Electronic
15880,128000,International
16095,192000,Pop
16155,320000,Pop
16158,320000,Pop
16162,320000,Hip-Hop
16163,320000,Pop
16334,160000,International
16337,192000,Pop
16338,192000,Pop
16339,192000,Pop
16340,192000,Pop
16354,192000,Rock
16743,192000,International
16744,192000,International
16745,192000,International
16747,192000,International
16819,182952,Rock
16820,187164,Rock
16821,181179,Rock
16822,182961,Rock
16878,128000,Hip-Hop
16879,128000,Hip-Hop
16880,128000,Hip-Hop
16895,192000,Pop
16994,192000,Rock
16995,192000,Rock
16997,192000,Rock
17132,192000,Folk
17344,160000,Pop
17345,160000,Pop
17462,192000,Rock
17491,320000,Hip-Hop
17496,320000,Hip-Hop
17499,320000,Hip-Hop
17500,320000,Hip-Hop
17573,160000,Experimental
17588,256000,Electronic
17605,256000,International
17606,256000,International
17607,256000,International
17608,256000,International
17609,256000,International
17610,256000,International
17611,256000,International
17631,160000,International
17632,160000,International
17633,160000,International
17634,160000,International
17635,160000,International
17636,160000,International
17637,160000,International
17644,214185,Experimental
17735,160000,Rock
17782,192000,Hip-Hop
17884,216573,Electronic
17906,320000,Pop
18031,256000,International
18032,256000,International
18033,256000,International
18034,256000,International
18037,256000,International
18038,256000,International
18039,256000,International
18043,256000,International
18044,256000,International
18112,256000,Experimental
18124,320000,Experimental
18144,160000,Pop
18145,160000,Pop
18146,160000,Pop
18159,256000,Folk
18197,256000,Rock
18350,256000,Folk
18607,256000,Rock
18611,256000,Rock
18876,128000,Experimental
18877,128000,Experimental
18887,320000,Rock
19073,256000,Pop
19074,256000,Pop
19179,192000,Rock
19184,192000,Rock
19187,192000,Rock
19192,160000,Experimental
19412,320000,Pop
19413,320000,Pop
19415,320000,Pop
19416,320000,Pop
19417,320000,Pop
19418,320000,Pop
19420,320000,Pop
19422,320000,Pop
19423,320000,Pop
19425,320000,Pop
19438,320000,Hip-Hop
19439,320000,Hip-Hop
19441,320000,Pop
19442,320000,Pop
19459,256000,International
19673,256000,International
19674,256000,International
19685,192000,Rock
19689,320000,Pop
19707,192000,Folk
19708,192000,Folk
19729,320000,Hip-Hop
19758,320000,Pop
19759,320000,Pop
19760,320000,Pop
19889,160000,International
19890,160000,International
19891,160000,International
20050,320000,Rock
20296,320000,Experimental
20361,320000,Instrumental
20362,320000,Instrumental
20364,320000,Instrumental
20365,320000,Instrumental
20366,320000,Instrumental
20369,320000,Instrumental
20372,320000,Instrumental
20373,320000,Instrumental
20374,320000,Instrumental
20375,320000,Instrumental
20376,320000,Instrumental
20424,192000,Experimental
20432,320000,International
20469,135726,Hip-Hop
20667,128000,Electronic
20704,256000,Pop
20818,256000,Experimental
21058,192000,Experimental
21085,320000,Electronic
21087,256000,Folk
21167,144374,Electronic
21228,230571,Hip-Hop
21231,192000,Pop
21232,320000,Pop
21400,256000,Pop
21401,256000,Pop
21402,256000,Pop
21403,256000,Pop
21404,256000,Pop
21409,256000,Pop
21422,256000,Electronic
21565,256000,Pop
21587,256000,Pop
21657,128000,Pop
21672,320000,Pop
21676,320000,Pop
21677,320000,Pop
21707,192000,Folk
21774,256000,Experimental
21842,256000,Electronic
21859,320000,Rock
21860,320000,Rock
21891,320000,Electronic
21895,320000,Electronic
21995,256000,Pop
21996,256000,Pop
21997,256000,Pop
21998,256000,Pop
21999,256000,Pop
22000,256000,Pop
22001,224000,Pop
22088,320000,Hip-Hop
22091,320000,Hip-Hop
22093,320000,Rock
22094,320000,Hip-Hop
22095,320000,Electronic
22097,320000,Pop
22150,320000,Experimental
22295,240340,Hip-Hop
22296,256000,Hip-Hop
22315,256000,International
22348,223689,Pop
22472,320000,Pop
22473,320000,Pop
22474,320000,Pop
22475,320000,Pop
22476,320000,Pop
22477,320000,Pop
22478,320000,Pop
22479,320000,Pop
22480,320000,Pop
22481,320000,Pop
23010,320000,Electronic
23013,218640,Electronic
23014,172542,Folk
23015,174376,Folk
23016,320000,Electronic
23037,320000,Rock
23039,320000,Pop
23041,320000,Rock
23063,192000,Experimental
23155,215387,International
23156,214911,International
23172,219327,Rock
23329,256000,Experimental
23353,156263,Electronic
23355,320000,Electronic
23371,155492,Folk
23372,192000,Electronic
23505,320000,Electronic
23862,155625,Electronic
24216,128000,Experimental
24217,128000,Experimental
24218,128000,Experimental
24362,128000,International
24363,128000,International
24364,128000,International
24365,128000,International
24366,128000,International
24367,128000,International
24368,128000,International
24369,128000,International
24370,128000,International
24371,128000,International
24418,128000,Hip-Hop
24420,128000,Hip-Hop
24421,128000,Hip-Hop
24422,128000,Hip-Hop
24423,128000,Hip-Hop
24424,128000,Hip-Hop
24425,128000,Hip-Hop
24426,128000,Hip-Hop
24427,128000,Hip-Hop
24428,128000,Hip-Hop
24429,128000,Hip-Hop
24430,128000,Hip-Hop
24431,128000,Hip-Hop
24432,128000,Hip-Hop
24512,318694,Experimental
24515,322541,Experimental
24521,319029,Experimental
24524,315389,Experimental
24698,256000,International
24699,256000,International
24700,256000,International
24701,256000,International
24702,256000,International
24717,256000,International
24720,256000,International
24739,256000,International
24741,256000,International
24742,256000,International
24745,256000,International
24746,256000,International
24747,256000,International
24748,256000,International
24749,256000,International
24842,256000,International
24898,256000,Experimental
24899,256000,Experimental
24901,256000,Experimental
24912,256000,Experimental
24915,256000,Experimental
24917,256000,Experimental
24963,192000,Experimental
24975,192000,Experimental
24983,192000,Experimental
25028,256000,International
25029,256000,International
25030,256000,International
25031,256000,International
25032,256000,International
25033,256000,International
25055,192000,Pop
25063,192000,Experimental
25066,320000,Electronic
25104,255315,Pop
25124,264554,Pop
25215,256000,International
25216,256000,International
25227,256000,International
25232,256000,International
25233,256000,International
25234,256000,International
25235,256000,International
25324,320000,Experimental
25378,217808,Electronic
25601,320000,International
25603,320000,International
25605,320000,International
25606,320000,International
25608,320000,International
25609,320000,International
25668,320000,International
25669,320000,International
25670,320000,International
25795,192000,International
25796,192000,International
25797,192000,International
25802,192000,International
25804,192000,International
26007,217886,Hip-Hop
26008,239131,Hip-Hop
26010,247968,Hip-Hop
26011,243765,Hip-Hop
26012,243296,Hip-Hop
26013,226186,Hip-Hop
26014,250535,Hip-Hop
26016,217472,Hip-Hop
26017,235982,Hip-Hop
26020,236452,Hip-Hop
26021,249169,Hip-Hop
26022,225267,Hip-Hop
26025,244338,Hip-Hop
26026,248717,Hip-Hop
26034,128000,Hip-Hop
26035,192000,Hip-Hop
26036,199311,Hip-Hop
26169,128000,Pop
26174,128000,Pop
26298,160000,Pop
26301,160000,Experimental
26302,160000,Folk
26307,192000,Experimental
26322,192000,Experimental
26464,204171,Folk
26465,219199,Folk
26466,223326,Folk
26583,320000,Experimental
26600,320000,Experimental
26605,320000,Experimental
26629,320000,Electronic
26638,202521,Rock
26639,155773,Rock
26640,155211,Rock
26641,151185,Rock
26642,158656,Rock
26643,154799,Rock
26651,200333,Electronic
26652,206964,Electronic
26653,199842,Electronic
26654,204997,Electronic
26655,214427,Electronic
26656,192285,Electronic
26657,184338,Electronic
26658,202985,Electronic
26659,191230,Electronic
26674,255734,Rock
26681,255322,Rock
26754,192000,Pop
26765,192000,Pop
26859,128000,Electronic
26861,256000,Electronic
26902,320000,Electronic
26904,320000,Electronic
26905,320000,Electronic
26906,320000,Electronic
27164,320000,Pop
27177,192000,Electronic
27194,320000,International
27195,320000,International
27197,320000,International
27198,320000,International
27258,271342,Folk
27406,256000,Electronic
27454,320000,Experimental
27455,320000,Experimental
27456,320000,Experimental
27547,128000,Pop
27548,128000,Pop
27549,128000,Pop
27550,128000,Pop
27551,128000,Pop
27552,128000,Pop
27609,250086,International
27610,249923,International
27611,249224,International
27612,243871,International
27613,249431,International
27667,320000,Electronic
27673,160000,Electronic
27797,197806,Pop
27798,192000,Electronic
27799,192000,Hip-Hop
27802,320000,Pop
27803,192000,Experimental
27804,209597,Folk
27805,320000,Pop
27855,128000,Folk
27856,128000,Folk
27866,128000,Experimental
27945,128000,Experimental
27953,128000,International
27975,250266,International
27978,248026,International
27981,251978,International
27987,238995,International
28070,256000,Rock
28072,256000,Rock
28179,320000,Electronic
28241,320000,Experimental
28260,320000,Rock
28266,320000,Rock
28274,320000,Rock
28375,320000,Experimental
28376,320000,Experimental
28477,275344,Pop
28478,236281,Pop
28479,270207,Pop
28480,257092,Pop
28481,243646,Pop
28482,246957,Pop
28483,245520,Pop
28484,267070,Pop
28485,269588,Pop
28546,160000,Electronic
28548,191705,Electronic
28553,128000,Electronic
28571,128000,Experimental
28608,318002,Pop
28692,128000,Rock
28802,128000,Pop
29037,192000,Electronic
29039,192000,Electronic
29040,192000,Electronic
29041,192000,Electronic
29042,192000,Electronic
29043,192000,Electronic
29044,192000,Electronic
29045,128000,Pop
29128,121657,Pop
29180,160000,Pop
29243,128000,Pop
29245,128000,Pop
29255,128000,Pop
29271,320000,Pop
29272,320000,Experimental
29350,160000,International
29351,160000,International
29355,160000,International
29465,320000,Experimental
29480,192000,Folk
29526,192000,Electronic
29528,160000,Electronic
29530,192000,Electronic
29587,193192,Hip-Hop
29602,192000,Hip-Hop
29673,320000,Electronic
29718,320000,Hip-Hop
29719,320000,Hip-Hop
29720,320000,Hip-Hop
29721,320000,Hip-Hop
29738,150963,Experimental
29739,192000,Experimental
29740,144566,Experimental
29741,172702,Experimental
29742,164231,Experimental
29744,184533,Experimental
29745,147895,Experimental
29746,168228,Experimental
29747,177935,Experimental
29750,149035,Experimental
29752,199476,Experimental
29807,256000,Rock
29813,256000,Rock
29816,256000,Electronic
29961,320000,Hip-Hop
29971,128000,Folk
30041,224000,Hip-Hop
30043,224000,Hip-Hop
30050,192000,Hip-Hop
30056,192000,Hip-Hop
30058,192000,Hip-Hop
30059,192000,Hip-Hop
30090,320000,Experimental
30095,320000,Experimental
30120,320000,Experimental
30196,163888,Instrumental
30198,189165,Experimental
30230,320000,Hip-Hop
30316,256000,Experimental
30486,192000,Pop
30487,192000,Pop
30488,320000,Pop
30519,192000,Electronic
30520,192000,Electronic
30521,192000,Electronic
30522,192000,Electronic
30636,160000,Experimental
30682,320000,Experimental
30690,320000,Experimental
30702,320000,Experimental
30740,194434,Experimental
30895,320000,Electronic
31040,287340,Electronic
31041,261658,Electronic
31042,235637,Electronic
31043,252950,Electronic
31044,284494,Electronic
31165,192000,International
31356,256000,Folk
31389,256000,Folk
31390,256000,Folk
31391,256000,Folk
31392,256000,Folk
31568,320000,Electronic
31807,320000,Folk
31887,256000,International
31888,256000,International
31889,256000,International
31999,320000,Rock
32001,320000,Rock
32021,256000,Rock
32075,256000,Rock
32081,256000,Rock
32218,320000,Electronic
32325,320000,Pop
32326,320000,Pop
32327,320000,Pop
32328,320000,Pop
32329,320000,Pop
32330,320000,Pop
32331,320000,Pop
32332,320000,Pop
32333,320000,Pop
32334,320000,Pop
32335,320000,Pop
32336,320000,Pop
32337,320000,Pop
32338,320000,Pop
32339,320000,Pop
32340,320000,Pop
32433,256000,Electronic
32435,256000,Electronic
32437,256000,Electronic
32438,256000,Electronic
32439,256000,Electronic
32525,256000,Pop
32686,320000,Hip-Hop
32687,320000,Hip-Hop
32689,320000,Hip-Hop
32693,320000,Hip-Hop
32694,320000,Hip-Hop
32695,320000,Hip-Hop
32755,320000,Hip-Hop
32756,320000,Folk
32759,320000,Pop
32760,320000,Pop
32800,320000,Folk
32882,192000,Hip-Hop
33020,192000,Rock
33049,256000,Folk
33050,256000,Folk
33064,158435,Electronic
33067,256000,International
33068,256000,International
33069,256000,International
33070,256000,International
33071,256000,International
33072,256000,International
33123,320000,Electronic
33124,320000,Electronic
33203,320000,Electronic
33216,320000,Electronic
33221,320000,Electronic
33278,320000,Experimental
33415,256000,International
33422,256000,International
33424,256000,International
33426,256000,International
33446,320000,Folk
33459,256000,Rock
33460,256000,Rock
33461,256000,Rock
33465,256000,Rock
33477,320000,Experimental
33486,192000,Experimental
33538,320000,Rock
33992,192000,Rock
34003,320000,Experimental
34147,320000,Folk
34167,192000,Hip-Hop
34257,256000,Experimental
34258,256000,Experimental
34263,256000,Experimental
34484,320000,Folk
34510,309272,Experimental
34511,160000,Pop
34994,320000,Experimental
34996,320000,Experimental
35007,320000,Experimental
35008,320000,Experimental
