genre_top,0,1,2,3,4
Rock,-934887.4572509584,-176720.56374093593,67073.21280815527,-2743.684273740568,-630.1341068847646
Folk,-3441436.7671337076,-2308.157331602506,-84824.39437597003,2662.201272289723,83.00248195961458
Experimental,-5336118.363145931,59916.50109221807,-196909.97858721056,2476.086389720819,-482.4292558737471
Folk,25299727.81398581,-1144661.261272852,-231119.4745221808,310.3641236817644,-1551.3742557785126
Folk,-3046385.135063682,75552.57014743554,8593.074410301804,629.840447601252,-217.53718883050638
Folk,-1712096.6846856566,318787.2936077557,-391269.15848179563,132.66960387403074,2128.8058269035855
International,-4686538.168551512,83544.43271585589,134960.93996237134,830.0254486199382,-828.920745134709
International,-3992765.9726779703,146322.54525537943,103999.21365745028,189.0153774202197,-369.6941373194036
Hip-Hop,7400808.401355407,-692316.7194745067,418288.66494917846,1281.58070153278,-653.1781226462481
Rock,-704620.5103752902,-187630.43293467927,-282874.14962533046,-2531.3166440891896,-584.861747072539
Hip-Hop,60815.14357528672,757959.1740006171,122322.70640875041,-2349.9872544523846,435.9550248494577
Hip-Hop,468333.82778659463,218833.00045611258,234040.0227652129,-1384.5627212299512,114.98610087844591
International,3828620.293449693,348695.28612189787,253205.0642807142,-3704.3622767141114,-432.4604340220299
International,1061060.74189728,62251.19918411596,222937.86227617742,-3167.7912532316504,891.1623157081298
International,-2109593.008253561,248745.71118793526,43833.62719105686,-4844.939238736247,74.55774081641727
International,4980889.240306121,-764660.6151474867,-556406.7847389393,-3023.4821787646556,-1400.1485172786738
International,7526431.832610008,-898881.8706351072,-4966.111069900085,-2715.6491313260713,-324.61538506512636
International,1125983.372592255,-46468.59944234492,31478.911000680408,-578.7022395354493,41.347325610259745
Folk,-4174970.9320471,-85438.37493830337,-46451.62577764736,881.4009989251808,-1209.6287086314082
Folk,-5623758.730523031,91963.68117544675,91931.66580396112,2891.7431259850327,-1022.0683648529008
Folk,-5192958.128838716,68716.89071397761,104369.95300945696,1211.945249904002,-979.1025405924371
Folk,-4039116.504578682,321197.45166881173,166458.15785839566,-2074.1046592007065,-595.2772782890743
Rock,6119138.265853577,-520847.15333012777,435319.7328654688,-869.4633790150494,1451.010069668406
Folk,-4707251.65016927,-32606.63757283531,-137967.12286816322,1772.5066621789306,-864.3603816643194
Pop,10220326.786695944,-621401.2426442846,-392525.23600030335,1744.04497848201,1826.3779337178357
Pop,8777542.145863742,-802394.8143959788,-464829.35136481933,805.8496742473524,-190.58732143425402
Rock,-5748475.349735943,93031.1718825961,130430.99518088544,-574.8184244072597,-754.7027186977178
International,-5523767.796733017,88207.64776100624,128715.40066548492,1968.5007999860534,-1004.8501898090461
Folk,-5381554.520988816,67476.98702156497,132432.53664732343,1134.006337737419,-966.3701938661893
Folk,-5462265.58999046,86812.46456735145,75561.24074638054,2140.6601782059447,-902.9835022781749
Experimental,-5414100.521047149,143135.1886091261,99301.2171136617,-5974.519349778682,-64.43551003340242
Rock,-3031367.5885189804,273703.6444418613,22867.38489690976,-2331.3607634003515,-301.7714208890028
Experimental,-5435218.922306661,139979.97683519553,117987.76019108617,-3355.8102051424185,-415.09409102079104
Experimental,-5172408.124540157,183425.05275440263,97426.4364417169,-3843.630423785762,-257.68054314242113
Experimental,-4636886.941283042,195656.10868047026,181984.20335722298,-8398.990938980827,381.7652175372427
Rock,1208461.3331537566,-513345.9862355995,-11043.208714283253,-2340.319850476214,-991.4451187184007
Rock,-4907568.845040013,208308.85705309865,82429.77299945577,-1918.202370320362,-325.6747259014945
Experimental,-4863848.898946749,71665.65262465013,-129263.56049746554,1163.384810022642,270.46558455450804
Experimental,221798.76521427432,-122799.67505110432,-594870.243353377,-2857.8531456962983,344.14586323704816
Experimental,8124762.751131521,356796.353659523,-38498.39250709703,-430.70063359136356,-928.5738284975965
Experimental,277516.33937250345,-332486.5510066803,353139.35282466427,-2732.0591769109164,1081.0386645738913
International,-5439224.085347442,41291.91808194118,-171394.964970709,1689.3083361444337,-142.400688190161
Experimental,-4423071.527547318,6307.098922531022,6202.524243153251,417.68768264006445,-861.9078191205037
Rock,-4462411.035073283,320524.048722838,19606.00954250521,-183.59378934411524,-448.5210834152859
Rock,6866127.015925635,-53159.34964556965,-289672.11679172365,1493.5225399384492,3727.341582739228
Folk,-1859153.473930051,-226172.9522935711,10279.222128582433,1562.7367684486985,-553.9283155065717
Folk,-5126349.009726665,48728.817403807174,56397.55282148751,2732.431214437628,1642.9810765001303
Folk,-3210590.7923561214,4771.535952842187,8280.263871075576,1300.9849548455352,206.41139607267576
Folk,-4741031.224898532,-20017.45747828599,-321775.6667876635,1480.8337362783811,672.1001232128905
Experimental,-2302094.975728829,-28896.939823323337,64845.49256272709,745.3362669945384,2328.357980797913
Experimental,-2273254.865531112,-76449.81384259727,-140930.9255233486,-1724.1683565579467,928.9512137023665
Rock,-5172898.3275207,80770.94516736218,124411.73438484571,-744.5326963316128,-352.0518106754214
Experimental,-1066448.8998184348,-335935.7286932623,246612.3448784847,-6.476902648040775,-788.1696050623217
Experimental,-351750.04012750636,-27197.905252088738,286491.9403713727,-1083.3859901397698,130.43883724397926
Experimental,-2123200.1689841417,7411.519926777485,111217.94936495983,1494.007307321439,-356.7253521005297
Rock,-1586770.7299835668,-74041.49536417457,-81102.81248301119,-555.0446325383216,-398.3284864242771
Rock,-4153219.6592480596,-64438.615632680165,-44349.21692210258,444.8916233393732,-439.3559436865551
Experimental,-4062163.5169115155,-151641.6626388538,-416527.9351052038,-645.4084978448866,-1221.3193993766638
Electronic,-3476844.3815565873,-156793.4661880537,-264060.1655350372,2150.1332475953154,413.7674826387375
Experimental,15463280.751533572,3087582.344939107,275278.2957140659,2086.825926168599,-1801.315191777065
Folk,-5367116.521964145,97965.81224650642,34925.877682799866,1040.351814928258,-575.2407667505009
Pop,1892598.1190869373,194577.39910025708,206852.63231296017,-999.490753993484,-79.30305335265835
Pop,-3741545.126418266,288539.71743185696,115980.79085899789,-3753.5564235607894,-340.5673628059161
Pop,-3473951.7481250344,-85592.36498966048,138107.35479692274,-1429.8893277480518,-534.9832380609131
Pop,-3647977.7096876246,253430.25065698268,137757.0683687788,-2348.184782014556,-252.06513067473708
Pop,-5382018.468632817,150525.62061746852,67335.49943105514,81.23259502620158,-770.3288788784354
Pop,-4109251.403632936,78976.06876786938,30513.918655053618,-206.58386200268507,-282.46887493708635
Experimental,-5515273.87463477,67312.70473388801,103753.91280140281,1878.0778320373784,-17.686292449939
International,-2892577.3339561066,-29530.802118548712,-289670.7882211603,-614.2344895499884,-20.844198182846025
International,2273788.8755939123,33288.53706311645,108915.20966825962,-1650.3132493740618,-451.43841979782064
International,-607745.3015876171,264371.91405981587,17765.54256252481,-546.3756481106735,-65.86540041238109
International,-1990469.2677732145,-135691.86887990695,45732.525104587825,-1063.3868876196211,31.378909748400908
International,-1715979.3921733196,95479.32818487419,12891.780624720444,279.8484483257099,230.48271992316603
International,-2919359.855246147,-45333.12967071025,-81243.45269939367,442.0869520511263,1424.7879772036156
International,-1453093.33171195,4305.449603409373,89280.12849071575,-940.6435431705272,123.29641718337533
International,-1412526.9442658934,-184811.29327728244,96847.22285041805,704.1272284803222,1469.082973694659
International,-1095571.1476611025,-147609.75415285616,105289.51267885612,-669.7672124679043,-182.59708182280497
International,-3546101.8596614567,27097.55642993643,49111.10945075028,-717.1543686499741,-110.04417080635662
Folk,-4406866.836225443,57699.186079907995,-20537.09536188731,1264.8014761053764,364.52622972811275
Folk,-4072021.4587179315,-64012.31439469887,-113462.89652217142,1397.350536773264,-813.596786843731
Folk,-4487786.080389078,13665.81203446992,-118259.35181649504,1565.0127552050683,423.1655452422521
Folk,-4433721.906031592,63495.581389831204,25774.287095178624,40.95574286447923,-213.63066590310603
Rock,-4326760.233057563,188293.58666205534,118036.70831430056,-1322.319579858313,-359.7253937669758
Rock,-4683033.539064707,162731.17013308837,-3143.2700700346513,-3275.7370042626903,-451.42294218626165
Experimental,-994864.869705534,586972.0670597911,100230.53766583568,-4120.589184581155,-643.579161817162
Experimental,-4886495.5878033815,68799.09844399174,83163.26157930089,-1296.27689273694,-624.2458795058118
Experimental,-3552470.6341231572,272117.427550911,139590.36960050077,-1268.7593790076703,-526.4955601951367
Experimental,-4685612.941999571,68534.0688324191,162992.54557557794,643.3393277664004,-764.9969477809548
Rock,-4304437.976022434,13326.866781444922,6372.4523670805065,-1905.0747564201195,-432.5901835709633
Rock,-4935197.408198041,85709.08228105874,57329.82310015595,1035.9785774838583,386.00725595209116
Folk,-3515030.6573414365,-93269.38827919312,8125.709120407583,1804.139201179444,883.718020588917
Folk,-2017424.9073009677,-152611.83733116483,269822.6376417901,-2493.4507474801867,-59.89780751768823
Folk,-1689377.8540329058,-144214.99618631293,108825.08772700575,641.020622355924,-64.83579739690403
Experimental,-5015437.731358704,34519.25556282204,103601.03530915288,2114.9112864009776,-1109.8321204393137
Rock,-2048692.1355692942,-118229.49857092612,-388172.4370764834,-1593.511294483191,587.1369989703611
Experimental,1674242.9110120463,-373578.7476722096,-25340.740233229088,-2554.971494482379,-1100.2716017464754
Experimental,-5417013.79453123,69294.32967884395,86149.0979089574,2500.7434579543874,-1081.2323871783606
Folk,-3425868.638124925,-202444.82507978988,-439870.81372854824,132.27663076722783,-252.76493001747042
Pop,-234255.16196795367,-82409.00143158516,33073.42329577662,-157.8022646378211,-26.548519645172526
Folk,-4601944.977260238,34700.15905780254,-240041.80029233426,2163.5980623247683,187.1006684398132
Folk,-5260949.659595651,75965.64266197715,-112168.02536615901,2409.776006003436,-462.69298235335
Folk,-4260603.752503842,-16952.493457909135,-134295.32157511517,2131.993066856468,500.4229692905394
Folk,225786.44442103742,-121797.49529523996,366510.7474968124,2091.389302147949,661.1906235621389
Folk,-4682752.82546783,92013.7871756887,-57584.79370457891,1934.6790123004253,-152.94912804662954
Folk,-3152190.1571240225,-54852.96332499663,39865.58140862648,2589.4912781717408,-56.889284786389155
Folk,-4668025.2068305295,-10821.209334500198,-126654.7077845266,1161.3543155553043,1600.7524056295938
Folk,-4881000.763864988,24080.634366347185,-85802.16265057595,1332.1277549678791,-766.0563518182956
Folk,-5382402.577421886,73194.2799102181,57354.80467082204,2287.482580723864,-855.763363556613
Rock,-457986.3878008073,-281033.4669914693,-142808.1711883885,1049.6750060535999,1204.9828206724355
Pop,-2386428.9273825516,147392.54511451806,-69329.46606817264,730.0512133509607,1303.7713272313517
Pop,-3038894.9083372047,198977.89044137945,113816.52017571602,-94.89939368481913,236.70063857318286
Pop,-1694492.5343491116,345319.438725226,-283634.64403899905,2437.5182398675493,16.949812422129032
Pop,-4064461.3429723317,3951.881014959478,-18373.688121943724,1481.3621315219127,1008.0423334793971
Pop,-2526239.8275852897,31454.052869417745,-19828.544730249516,2024.7632689383295,5019.144709191327
Pop,-1996545.2135475397,405383.19584440516,-106050.70699574053,2024.7088223718526,4369.048952338268
Electronic,-2002048.0388416927,539653.8743077342,139462.06934860258,-5788.720231146304,-129.29416994558576
Folk,3334254.4868765664,-159723.2859770982,136577.21428999642,1251.3949123630014,1230.94046113318
Rock,-3728068.769612274,46962.721032244255,102411.62212780736,-604.3548043662499,-487.27390570089136
Folk,-3798473.0521286586,712.4679863805366,-41369.840691727775,-300.6502997814039,-604.2636877902875
Folk,-1541953.220628653,-154112.54725524216,-26903.881035679642,-32.75563101930665,-108.79651516610096
Rock,-5080060.869535037,80092.51509512067,49437.51993876405,1398.7681979322103,-876.0526175901997
Rock,-5121588.163246666,42200.92633473526,-114073.67595680877,801.5662039855013,-558.8059590608635
Rock,-5359340.414887779,62161.574108467525,26372.13850576359,1222.703430017116,-754.0937197186676
Rock,-5461850.278453139,92034.56884682365,55659.24251516133,1059.9433553562378,-636.0504614715392
Rock,-5081469.731624103,27343.968833435985,128186.0897335165,1429.138085343099,-858.5082104210862
Rock,-5466588.797364416,111002.90147190834,33360.88422438808,1861.2015852598558,-563.8273022420872
Rock,-5197364.453743384,121417.20183974951,-59503.98364046526,635.8255619936095,-893.1826732057872
Rock,-3895830.1247146185,118945.34819344031,14537.948861432082,-2230.2810842865097,-681.4371106853856
Rock,-5271016.002476133,92919.70163923991,115617.02629065601,2148.1005006346113,-574.8697776574425
Rock,-4867021.956940077,111861.4272014789,28209.08341451621,-52.81419565621538,-819.7275840775523
International,1458671.7577993271,-188530.3595064892,-154216.82083240987,-1820.660116617648,-288.64991553873654
International,309.6621746927196,-278204.0112072223,-25172.362980305294,-435.84221769748115,1974.9410887328386
International,10066299.127592377,-206626.5880724408,147023.35736747418,-203.413485856241,486.1855647550255
International,1598333.6783782735,-338785.48396191176,-27827.695048681704,-1858.537327095269,88.90529467794775
International,1633933.5518628953,-408366.7737951364,15348.569285526817,-1356.0231690859962,168.94928962664054
Folk,-1909876.750822103,12985.608713313319,45628.54576215829,2295.257099506308,3685.9131147643916
Rock,-2254392.1829229756,-145554.71889506685,197499.57244123358,-2174.0381106860787,-597.3812882871194
Rock,-3391223.8578605307,-71729.77787969349,-183191.0787603394,184.16305292729535,76.66483727524954
Folk,-5248203.492246462,188322.08348915385,15336.66445446204,858.4690755485742,2485.500433311387
International,-3846697.394520375,246768.18247319327,-16262.95227106821,-605.7738885520382,-9.261078674693419
International,-4387618.915652777,115996.458182109,42232.42739036774,760.8330401686717,-246.7457936818386
Folk,-4416542.59293218,-1577.035491802393,-95866.57379504861,1455.6210131937835,-578.122645282665
Folk,-3584326.1059776726,-111395.25436344703,-147582.13772541328,1231.6878363659114,-674.2986125332824
Folk,-2798865.255071495,-117312.61763797664,-83313.21316133153,892.2673215693825,-901.7230910571117
Folk,-4647360.029384865,-16092.742167570532,-261467.5712829739,1098.439010595028,-247.85035988769653
Folk,-4364751.774546281,-19211.421882477694,-175801.79430790938,1554.9005837314269,-505.91574116189236
Folk,-4831637.297961556,29.774408736477152,-129975.35355955099,1566.483981913594,-905.8347206015413
Folk,-3931318.7352611315,-92151.93531993903,-356652.20911743614,780.6469776025766,-435.7304786708322
Folk,-2251811.606706954,-218172.64620220102,-303796.0948251381,696.4069518400094,-808.3963437846919
Folk,-4821423.793644778,2624.4013212082955,-174956.43165708444,1313.6622505860944,-758.8684891922992
Folk,-5496294.319249256,87917.69630356254,103292.02125575014,2336.449627789904,-616.7472376454641
Folk,-3802578.6867541955,45022.79759969823,-294017.02799261163,388.6523987419372,370.4493163870331
Rock,-1821064.0711270482,-233147.8406679329,-125069.04531170375,-1656.0349334033253,-530.3023045430654
Folk,-2617255.8078327896,204586.05054989486,94005.18153678956,1513.8185938259376,4475.535653945815
Folk,-3963808.8578403415,84226.40957324347,36755.63849213109,734.5460414617237,1244.0793488660292
Rock,-2236599.5824044095,-248146.44783049007,95231.72124167308,-2569.6705474489354,-601.2666068634015
Folk,-4015874.867828551,-14372.708198762126,-30279.96164529162,2324.4630432481204,-393.88189936363443
Folk,-1302682.693947388,-179224.87208878915,-183575.40137601516,1363.5059801092143,1227.730114868943
Folk,-2446653.1267956677,-104538.39648710699,-141734.85782583407,1830.7364405948085,1285.9600486398458
Folk,-2451015.6249478613,-126661.84838561878,-96200.62581522185,1439.4466225392223,594.6819490866554
Folk,-1729785.1333050579,-234409.58720940317,-31971.814316849563,-746.3151983595744,-462.99835442368123
International,2138107.214815087,-201871.1397774765,90330.53616598753,-671.4528324754147,-490.71769188272674
International,809011.0656708782,-293355.46853172407,91157.11347600709,-1205.3678565613666,-786.5429724707908
International,4255724.860342087,-376473.3290587506,359249.279450349,-1000.0040021538282,63.49280066666028
International,1715663.5330257732,77410.42316084713,158660.828989467,-1872.3926500941852,-344.4065519974303
International,144703.09548128658,-16017.688523154528,44306.71589849226,-11.955680317319146,-121.67609686164316
International,-2856278.2198951873,-64378.3055562315,112291.9705481353,-1262.266132995334,-508.06308810691553
International,409514.44433920126,-265019.564718396,86630.2561203873,-1314.569444949517,-730.5099319418848
International,211808.030155998,-42580.58167946488,108381.6313086756,-821.9683923422971,64.93988860264699
International,2080654.7902156601,-311298.3372055632,149657.42488902778,-1137.8275330045371,-57.941872344157716
International,972473.805216978,202416.93869512598,45485.42155161433,-2934.827862816811,-699.025987478514
International,-1096104.1634916258,-231216.6669108495,144979.46986265434,-1610.209501993802,-511.8267074325211
International,3708069.450250539,-606279.3470970581,-476760.4906562441,-1891.998896111547,-705.828603554724
International,-4132039.2642317517,37856.16023421557,-61296.30480152426,-412.57681301258833,2.8809996004596314
International,-3201335.1307512606,-52511.7142192555,-193590.6739145461,-792.5613078133707,72.25457930589539
International,-3095624.0843960084,-39449.75309684347,-163201.06241199488,-384.6674577808884,834.1264639407397
International,200293.53818765876,-191035.65485604978,-139292.3009560126,-839.8879622561627,-682.1871178179946
International,3572670.89812305,-738904.1452124957,-405984.0263956978,-804.5512249894398,-1035.6589338082647
International,-3795907.5744613814,-34527.89140725212,-45858.17434926215,245.81850522112902,53.77399783482787
International,4418428.943443604,-549504.3669684649,-133951.0850873649,-631.4636631155038,1837.744273008896
International,-4571519.9279779885,70247.4328555319,30033.691461227256,180.26774471545855,-157.46823839466114
International,-4085083.610239741,110547.49448961124,-38739.93318642584,-448.12625982248744,-379.3014883147034
International,-657078.6366640524,-297453.6863265192,-228648.32852754864,-378.2555924884848,47.585132148520444
International,-3069036.9172353595,-25226.12850755181,-134501.98438262523,-216.6362196399765,-201.13826359537558
International,-3279315.630620498,-37485.55261289334,-82094.42568238976,-819.3175764645495,-442.9859314618755
Rock,-524821.8033111449,-208254.9533518144,-153904.78975815733,-1852.286785609112,2537.0878011861582
International,-3641086.7507024403,159387.7345610793,-36344.115839775106,-580.8820980715827,-243.99078499007152
International,3575001.0066341623,1009467.3515914488,-250773.48402352864,1460.0624360231316,1049.4233428976395
International,-4143911.4004045413,55687.45742796018,96965.6088059443,185.2882035365859,9.063621179504258
International,-2270110.7627590364,-96510.79368140742,-9245.192784616725,-949.7963948979889,-516.4447111267301
International,-3650706.149640337,148193.26877455242,46053.79927725702,1237.563986999775,1902.4266768165471
International,4030610.5402704854,-345425.8713742757,191745.44106346052,-1691.108159525886,-543.9840448925297
Folk,-5487179.077101,38331.26680274007,-276466.96482772176,1962.9983499454786,1298.352297102589
International,1239744.6717141164,-141132.45871745166,-266140.2659844192,1427.2462011576804,618.0053403763354
International,2368647.2375014042,-504566.4972572957,116726.49209371641,-271.9198668211072,2029.8464118652828
International,-2138081.263970346,-104375.63694758406,13747.400801790447,1279.0912325308216,-102.3562006235148
International,2663731.317554297,-293060.4958752615,55201.31944273171,2037.3811169526925,698.6874860307673
International,-2251643.7723911204,-171044.58353710256,-47198.828540394155,1557.3767651418862,1186.3024103722275
Electronic,-2867202.7445741342,-224721.54007639602,204516.25628255404,1175.6118266467238,-555.3735410366742
Electronic,-1369825.0636067404,-280715.057118517,-186130.995284092,-621.4364344477058,-645.2867714175965
Electronic,758545.6173217187,-420851.17337017664,34415.603523422804,1199.9989876202433,-372.7274294956601
Electronic,-2646571.2939774264,-159109.3481635748,-528075.8113571655,-477.30303126189784,-919.5824860779965
Hip-Hop,346172.3321752691,207818.2163508398,-293455.0909321339,-2422.822307751232,-924.2781340275436
Hip-Hop,-3791786.595827137,193454.635823655,147782.85513646746,-2347.84803325524,-337.16295786391754
Hip-Hop,-1101415.832022476,385515.8643257142,-156658.08823766545,-1432.5942690834036,-967.5549342113435
Hip-Hop,-2154731.352371186,225637.4271012253,-92377.39558350992,-786.9083144604193,-885.7786321979771
Rock,-2992073.527559725,-42600.97948960695,-108068.48031790745,-1779.4665006095383,-593.1505406666219
Rock,-3278253.309873379,17542.753012275087,-51842.305817872155,-1258.1249262452914,-258.4879565042054
Rock,-400435.4324113948,-316370.3915480213,-142178.63405804278,-1947.4304797441696,-565.861223888915
Rock,-3476294.788320503,78025.26492567749,92709.92199410021,-975.9972011181086,1758.2551867922593
Rock,-3833529.02835306,75437.25120647255,-57093.43046680284,-1627.3011956389162,-496.67983265611997
Rock,1565245.0185503587,-211397.07934895458,40388.15426571693,-1530.6340542641099,-126.10552672527228
Rock,-4310289.371145106,33675.96536619003,-20140.486574378938,-2009.3184816079377,-425.0705689463756
Rock,-2800470.4149101274,-98534.94210090309,-48302.20776564849,-1719.5681607346592,199.17846469853743
Rock,-1839983.5480950098,-209597.32749072363,2838.6607522572535,-1617.156887812128,-802.6151481046917
Rock,210936.12818591055,-328029.44397254335,-138518.67181543712,-1490.069405440112,481.09239927349995
Rock,-2157338.584543805,-158718.75582185868,-33885.71488204031,-1629.460389548757,-726.0762096293737
Rock,-4536024.046683083,-2832.824672788078,-77597.90797841297,1291.966979437073,-913.0497425538407
Rock,-1713591.1069119757,-109364.86716370042,-38176.8830467178,-990.0484219998996,4336.967500936568
Rock,-3263037.740729308,17414.263991806725,10590.70618950374,-2781.2535649854735,-563.8834198833056
Rock,-3644111.9431337263,-6496.6082392308745,-56410.37478835118,1084.3251458892037,-31.028522145601414
International,-4138799.6999616167,-44402.544291079015,-154569.86109627763,-199.34873813451043,2326.1336731523575
International,9917474.95294109,345220.17555585434,31256.57490474235,3453.700316647681,1591.730401033721
International,-4702293.655714132,16672.929187728954,90053.20004524307,1478.1027663439456,1824.106752259113
Rock,-1969632.3779520357,-40927.719572617614,71632.72855122013,-1214.0301776206124,-448.3464922584717
Folk,-3802085.29639867,-102855.49530006283,-270773.89211462147,1276.381330609931,116.9950414222944
Folk,-2485657.45967468,-149159.10456822105,-107140.43897781779,1619.9140793798401,-542.7682352806548
Folk,-3800703.9556432576,-84911.58171091089,-117044.89772009129,1767.7437085851216,700.8691271252192
Folk,-4829914.305427736,-14878.56172731867,-213374.21151366242,1804.3001666361067,-782.1443810390981
Folk,-3109561.069745884,-191306.60490054108,-303143.0664454884,1007.4728924465993,-337.6078161422437
Folk,-1101860.354998154,-433247.44959922746,-461127.68222286314,297.3285596289833,11.564330823809643
Folk,-852296.3958072022,-326115.29049293906,-398518.3291136113,198.20253577740985,811.9444097217264
Pop,-4057274.076920704,250268.59308730377,13712.352082915151,-369.03494074484166,-259.3765523596826
Hip-Hop,1185523.6897670077,137130.44171097004,36076.771097734956,-79.46440052706177,-580.5079196590458
Hip-Hop,4515013.874498426,570213.5749538532,193491.27797380142,1029.9102074334573,290.81153528715606
Folk,-4915964.37109854,25324.760259882638,39465.830678764556,3216.5063907097015,4053.255157124293
Folk,-2863257.8654353525,-450.6803485694763,-179565.22694396507,2284.4360898258324,3342.0400053427566
Experimental,3004259.5093761357,-209775.70488675562,-104962.04472492554,178.50844431531675,613.7670753333634
Folk,-3691499.3892632513,-115591.97291172828,225097.35287029276,873.0801825280639,-541.6466046058953
Folk,-4342760.478943919,-13919.656546423535,-5489.771306946137,2516.064477055449,-488.2322844373515
Folk,-2076251.5535737425,123551.62969840133,5399.095344301355,2266.131701805441,484.285780522676
International,-4554932.64482078,190018.75972382523,88955.55560809917,-692.4405309051402,-152.59417289924
International,-4070013.5990064116,117527.14115870425,52425.80484579278,353.6711550973699,363.3717781154573
International,-5155005.995345121,77344.6634976908,90607.27540422554,1047.0732072643473,165.71710189274535
International,-4346244.8596483115,21079.6593713791,103178.32612526717,357.5508581216345,-485.3670369925682
International,-3411214.1957146237,51905.68908318101,73602.14772061298,-1152.0929935754207,-363.7055961015618
International,-4142270.5444205077,357822.40407282114,68391.82650109126,-1296.9539383948127,382.05997157888623
International,-3780518.833595649,-83953.4057033432,103755.41892812,60.21682811373229,-365.45661024154697
International,-5310983.723821276,88649.83268666142,60048.490143269206,663.2072470760824,-487.96419967550577
International,-4706079.241689097,60407.29499825436,62973.77917066898,30.945061802345904,-68.51161305300535
International,-4243320.491711688,96999.97890602582,79136.14167332246,1126.336960546937,-125.85784480238704
International,-3638981.8715068186,62735.73644746312,15986.136216455423,-177.2210102436597,-415.55639480853455
International,-2580625.810571946,-51359.19894991883,55421.65641255173,142.25564440648256,91.21053981571531
International,-3419190.642060314,-14302.653412189267,-7250.010918800312,73.37319673947371,-386.0300614054042
International,-4623459.442535371,39887.885967672446,32335.709862488846,-573.7207105545003,-326.3171239487011
International,-4999391.512061787,108258.97671791598,30671.308298902037,575.3144657343786,-334.40084871114544
International,-2651971.307881175,2270.3181611327877,-138473.38482344762,-106.17277943539763,-510.9149837189174
International,-3554617.691658861,79724.99832179987,-39842.169239577306,1819.8353696213221,-638.5749024978267
International,-4548274.792677127,82179.83903404346,47616.67223433725,132.66284151967585,233.89529506168282
International,-4328794.690062366,-10023.923048137376,26920.821626756264,815.7473044158351,-60.57165177400104
International,-2645632.5854127365,31835.942407706196,43640.88412128671,-433.0503431195424,-279.8438725013225
International,-5288803.694939112,97536.32662895875,66244.52565546721,72.0291000990878,-367.15648452201884
International,-4440967.4846288655,33712.54711780046,101549.95198693022,259.80695506372535,-95.50955548481008
International,-4846573.378809568,63606.90920181653,85604.68679706928,817.1484349505477,-202.8982935649933
International,-3483836.379684827,37627.16370443515,14015.62252655071,-472.27002456195316,-279.63376031835884
International,-4608778.39626852,94475.63056016939,101325.70661487979,65.66843292337172,-226.96928464777548
International,-2064367.4591259237,-247687.35553499774,29333.66263658897,-796.4079266046522,304.56974395137365
International,-4556085.630271343,29496.942111109838,45697.89364814029,-864.1395393802688,-178.85407672605476
International,-4469115.43451178,128204.68328779453,23328.81523501275,-1674.6069559396947,1531.7859558372531
